CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RPM_Sum,Cluster,Segment
13018.0,16,458,7277.7,4,5,5,14,0,vip
13021.0,4,131,2616.38,5,5,5,15,0,vip
13023.0,64,40,689.9,3,3,3,9,0,vip
13026.0,1,40,975.36,5,3,4,12,0,vip
13027.0,114,26,6912.0,2,2,5,9,0,vip
13028.0,23,45,661.3199999999999,4,3,3,10,0,vip
13029.0,31,10,1247.5,4,1,4,9,0,vip
13030.0,11,99,799.48,5,4,3,12,0,vip
13032.0,52,71,1010.18,3,4,4,11,0,vip
13033.0,357,11,190.55,1,1,1,3,2,at risk
13034.0,55,37,642.77,3,3,3,9,0,vip
13035.0,74,27,921.88,2,2,3,7,0,vip
13037.0,138,48,881.07,2,3,3,8,0,vip
13038.0,80,28,908.46,2,2,3,7,0,vip
13040.0,9,43,676.99,5,3,3,11,0,vip
13043.0,273,13,516.42,1,1,3,5,2,at risk
13044.0,291,33,560.47,1,3,3,7,2,at risk
13045.0,99,18,305.28000000000003,2,2,2,6,0,vip
13046.0,31,35,629.31,4,3,3,10,0,vip
13047.0,32,172,3237.54,4,5,5,14,0,vip
13048.0,14,136,1835.91,4,5,4,13,0,vip
13049.0,64,14,656.6800000000001,3,1,3,7,0,vip
13050.0,15,403,5836.86,4,5,5,14,0,vip
13052.0,212,18,348.15000000000003,1,2,2,5,2,at risk
13055.0,78,76,1214.41,2,4,4,10,0,vip
13058.0,25,8,271.40000000000003,4,1,2,7,0,vip
13059.0,250,8,183.4,1,1,1,3,2,at risk
13060.0,254,15,307.53,1,2,2,5,2,at risk
13061.0,72,10,248.61,3,1,1,5,0,vip
13062.0,191,11,346.98,1,1,2,4,2,at risk
13064.0,13,69,1119.49,5,4,4,13,0,vip
13065.0,373,14,205.86,1,1,1,3,2,at risk
13066.0,24,48,470.8,4,3,2,9,0,vip
13067.0,82,15,115.46,2,2,1,5,0,vip
13068.0,10,2,344.0,5,1,2,8,0,vip
13069.0,1,425,4436.12,5,5,5,15,0,vip
13070.0,192,9,228.8,1,1,1,3,2,at risk
13072.0,267,7,177.15,1,1,1,3,2,at risk
13075.0,130,22,919.61,2,2,3,7,0,vip
13077.0,1,112,729.27,5,4,3,12,0,vip
13078.0,3,358,12627.94,5,5,5,15,0,vip
13079.0,4,6,220.1,5,1,1,7,0,vip
13080.0,179,6,58.08,2,1,1,4,2,at risk
13081.0,12,1024,28337.38,5,5,5,15,0,vip
13082.0,126,73,3613.63,2,4,5,11,0,vip
13083.0,4,18,303.75,5,2,2,9,0,vip
13085.0,158,22,416.08,2,2,2,6,2,at risk
13089.0,3,1818,58825.83,5,5,5,15,0,vip
13090.0,9,155,8910.82,5,5,5,15,0,vip
13091.0,28,21,345.82,4,2,2,8,0,vip
13092.0,71,25,477.83,3,2,2,7,0,vip
13093.0,276,159,7832.47,1,5,5,11,2,at risk
13094.0,21,24,1927.32,4,2,4,10,0,vip
13095.0,71,6,74.39999999999999,3,1,1,5,0,vip
13097.0,33,423,6010.42,4,5,5,14,0,vip
13098.0,1,572,28882.44,5,5,5,15,0,vip
13099.0,99,1,207.36,2,1,1,4,0,vip
13101.0,234,8,101.19,1,1,1,3,2,at risk
13102.0,1,304,6424.09,5,5,5,15,0,vip
13103.0,40,8,243.94,3,1,1,5,0,vip
13104.0,3,20,1098.48,5,2,4,11,0,vip
13106.0,133,1,76.5,2,1,1,4,0,vip
13107.0,44,58,1531.62,3,3,4,10,0,vip
13108.0,373,10,350.06,1,1,2,4,2,at risk
13109.0,60,47,786.54,3,3,3,9,0,vip
13110.0,31,145,1488.67,4,5,4,13,0,vip
13113.0,1,200,12245.96,5,5,5,15,0,vip
13115.0,12,120,2294.78,5,4,5,14,0,vip
13116.0,138,30,501.14,2,3,3,8,0,vip
13117.0,22,76,984.91,4,4,4,12,0,vip
13118.0,20,79,1197.81,4,4,4,12,0,vip
13120.0,239,1,30.6,1,1,1,3,2,at risk
13121.0,269,50,283.73,1,3,2,6,2,at risk
13122.0,94,55,922.39,2,3,3,8,0,vip
13124.0,90,235,3866.33,2,5,5,12,0,vip
13126.0,5,140,2099.64,5,5,5,15,0,vip
13127.0,78,15,259.17,2,2,2,6,0,vip
13130.0,94,2,64.0,2,1,1,4,0,vip
13131.0,23,44,1073.3,4,3,4,11,0,vip
13132.0,262,3,77.3,1,1,1,3,2,at risk
13133.0,274,7,109.8,1,1,1,3,2,at risk
13134.0,86,98,1793.58,2,4,4,10,0,vip
13135.0,197,1,3096.0,1,1,5,7,2,at risk
13136.0,56,127,2607.61,3,5,5,13,0,vip
13137.0,11,704,3650.41,5,5,5,15,0,vip
13138.0,22,63,962.39,4,4,4,12,0,vip
13139.0,16,170,5064.94,4,5,5,14,0,vip
13140.0,108,46,423.72,2,3,2,7,0,vip
13141.0,85,135,2388.75,2,5,5,12,0,vip
13142.0,19,23,307.09,4,2,2,8,0,vip
13144.0,333,3,110.95,1,1,1,3,2,at risk
13145.0,40,6,618.52,3,1,3,7,0,vip
13146.0,26,17,228.91,4,2,1,7,0,vip
13147.0,10,4,712.8000000000001,5,1,3,9,0,vip
13148.0,29,319,3707.12,4,5,5,14,0,vip
13149.0,14,86,1676.06,4,4,4,12,0,vip
13151.0,296,74,1257.87,1,4,4,9,2,at risk
13153.0,6,15,486.22,5,2,2,9,0,vip
13155.0,33,85,971.76,4,4,4,12,0,vip
13157.0,49,87,1741.22,3,4,4,11,0,vip
13158.0,95,79,1201.06,2,4,4,10,0,vip
13159.0,9,121,1437.85,5,4,4,13,0,vip
13160.0,22,4,91.8,4,1,1,6,0,vip
13161.0,313,8,112.75,1,1,1,3,2,at risk
13162.0,122,79,1688.29,2,4,4,10,0,vip
13165.0,46,42,1021.48,3,3,4,10,0,vip
13166.0,283,41,417.2,1,3,2,6,2,at risk
13167.0,19,65,791.33,4,4,3,11,0,vip
13168.0,36,131,1319.19,3,5,4,12,0,vip
13169.0,64,13,712.88,3,1,3,7,0,vip
13170.0,27,32,116.01,4,3,1,8,0,vip
13171.0,22,46,468.41,4,3,2,9,0,vip
13173.0,4,43,353.65,5,3,2,10,0,vip
13174.0,16,314,2817.03,4,5,5,14,0,vip
13176.0,46,72,492.84,3,4,3,10,0,vip
13177.0,65,17,282.45,3,2,2,7,0,vip
13178.0,26,265,5725.47,4,5,5,14,0,vip
13182.0,45,11,121.18,3,1,1,5,0,vip
13183.0,8,94,3957.78,5,4,5,14,0,vip
13184.0,15,181,1701.29,4,5,4,13,0,vip
13185.0,268,1,71.4,1,1,1,3,2,at risk
13186.0,40,79,1575.89,3,4,4,11,0,vip
13187.0,337,37,236.02,1,3,1,5,2,at risk
13188.0,11,2,114.6,5,1,1,7,0,vip
13189.0,19,29,260.68,4,2,2,8,0,vip
13192.0,95,63,911.94,2,4,3,9,0,vip
13193.0,61,29,117.88,3,2,1,6,0,vip
13194.0,136,3,60.7,2,1,1,4,0,vip
13196.0,11,110,1797.78,5,4,4,13,0,vip
13198.0,10,226,3401.24,5,5,5,15,0,vip
13199.0,4,119,9817.12,5,4,5,14,0,vip
13200.0,19,46,870.09,4,3,3,10,0,vip
13203.0,10,57,869.46,5,3,3,11,0,vip
13207.0,15,8,250.26,4,1,2,7,0,vip
13208.0,59,149,1223.9,3,5,4,12,0,vip
13209.0,30,321,5891.61,4,5,5,14,0,vip
13210.0,94,22,353.48,2,2,2,6,0,vip
13211.0,10,56,1197.42,5,3,4,12,0,vip
13212.0,20,142,788.08,4,5,3,12,0,vip
13213.0,57,90,1520.58,3,4,4,11,0,vip
13216.0,268,5,333.74,1,1,2,4,2,at risk
13217.0,122,4,533.98,2,1,3,6,0,vip
13218.0,127,5,62.63999999999999,2,1,1,4,0,vip
13220.0,78,21,819.2900000000001,2,2,3,7,0,vip
13221.0,240,66,847.41,1,4,3,8,2,at risk
13223.0,200,5,163.20000000000002,1,1,1,3,2,at risk
13224.0,60,108,2155.95,3,4,5,12,0,vip
13225.0,3,32,6463.84,5,3,5,13,0,vip
13226.0,273,16,108.21,1,2,1,4,2,at risk
13227.0,202,9,257.7,1,1,2,4,2,at risk
13228.0,81,2,358.0,2,1,2,5,0,vip
13229.0,226,10,160.95,1,1,1,3,2,at risk
13230.0,4,611,2806.97,5,5,5,15,0,vip
13232.0,13,207,1357.6,5,5,4,14,0,vip
13233.0,74,43,605.12,2,3,3,8,0,vip
13235.0,212,58,1031.07,1,3,4,8,2,at risk
13236.0,25,36,744.85,4,3,3,10,0,vip
13238.0,17,31,700.73,4,3,3,10,0,vip
13239.0,262,21,329.56,1,2,2,5,2,at risk
13240.0,96,67,663.65,2,4,3,9,0,vip
13242.0,112,13,270.40000000000003,2,1,2,5,0,vip
13243.0,203,58,600.07,1,3,3,7,2,at risk
13244.0,93,27,121.74,2,2,1,5,0,vip
13245.0,51,16,430.5,3,2,2,7,0,vip
13246.0,18,141,1987.3,4,5,4,13,0,vip
13247.0,18,25,501.12,4,2,3,9,0,vip
13248.0,125,26,465.68,2,2,2,6,0,vip
13249.0,92,23,711.41,2,2,3,7,0,vip
13253.0,157,36,1030.4,2,3,4,9,2,at risk
13255.0,9,13,399.51,5,1,2,8,0,vip
13258.0,12,38,698.58,5,3,3,11,0,vip
13259.0,62,87,292.32,3,4,2,9,0,vip
13260.0,61,8,557.62,3,1,3,7,0,vip
13261.0,269,9,944.1,1,1,4,6,2,at risk
13262.0,263,11,200.29,1,1,1,3,2,at risk
13263.0,1,1677,7454.07,5,5,5,15,0,vip
13265.0,53,91,2107.66,3,4,5,12,0,vip
13266.0,11,187,3834.26,5,5,5,15,0,vip
13267.0,3,211,4521.49,5,5,5,15,0,vip
13268.0,18,440,3214.69,4,5,5,14,0,vip
13269.0,1,316,5346.2300000000005,5,5,5,15,0,vip
13270.0,366,1,590.0,1,1,3,5,2,at risk
13271.0,37,96,217.38,3,4,1,8,0,vip
13272.0,31,15,276.56,4,2,2,8,0,vip
13273.0,113,16,138.98,2,2,1,5,0,vip
13276.0,64,30,590.9300000000001,3,3,3,9,0,vip
13277.0,16,8,258.4,4,1,2,7,0,vip
13278.0,41,46,542.73,3,3,3,9,0,vip
13279.0,78,9,137.75,2,1,1,4,0,vip
13280.0,122,85,814.86,2,4,3,9,0,vip
13282.0,18,37,1132.14,4,3,4,11,0,vip
13283.0,60,7,93.66,3,1,1,5,0,vip
13284.0,331,13,201.19,1,1,1,3,2,at risk
13285.0,23,187,2709.12,4,5,5,14,0,vip
13291.0,156,42,361.11,2,3,2,7,2,at risk
13292.0,39,31,578.9399999999999,3,3,3,9,0,vip
13294.0,190,54,873.74,1,3,3,7,2,at risk
13295.0,360,10,201.2,1,1,1,3,2,at risk
13296.0,137,5,87.4,2,1,1,4,0,vip
13297.0,8,59,2089.85,5,4,5,14,0,vip
13298.0,1,2,360.0,5,1,2,8,0,vip
13299.0,268,5,142.5,1,1,1,3,2,at risk
13300.0,169,20,371.89,2,2,2,6,2,at risk
13301.0,104,81,618.09,2,4,3,9,0,vip
13302.0,155,1,63.75,2,1,1,4,2,at risk
13304.0,351,21,300.42,1,2,2,5,2,at risk
13305.0,4,81,2000.86,5,4,4,13,0,vip
13307.0,120,1,15.0,2,1,1,4,0,vip
13308.0,23,54,1385.51,4,3,4,11,0,vip
13309.0,7,107,1456.79,5,4,4,13,0,vip
13310.0,28,72,1132.03,4,4,4,12,0,vip
13311.0,4,26,598.57,5,2,3,10,0,vip
13313.0,22,78,1555.32,4,4,4,12,0,vip
13314.0,2,62,775.94,5,4,3,12,0,vip
13316.0,37,87,5977.7300000000005,3,4,5,12,0,vip
13317.0,66,124,2273.68,3,5,5,13,0,vip
13318.0,1,20,640.76,5,2,3,10,0,vip
13319.0,5,476,10845.55,5,5,5,15,0,vip
13320.0,78,106,1548.7,2,4,4,10,0,vip
13321.0,72,11,567.36,3,1,3,7,0,vip
13322.0,17,25,199.48,4,2,1,7,0,vip
13323.0,3,21,787.85,5,2,3,10,0,vip
13324.0,36,75,7121.95,3,4,5,12,0,vip
13325.0,82,12,675.3,2,1,3,6,0,vip
13327.0,39,108,3627.77,3,4,5,12,0,vip
13328.0,316,17,1308.48,1,2,4,7,2,at risk
13329.0,32,17,789.0,4,2,3,9,0,vip
13330.0,93,53,1140.93,2,3,4,9,0,vip
13332.0,14,21,350.9,4,2,2,8,0,vip
13334.0,82,268,3536.82,2,5,5,12,0,vip
13336.0,77,51,795.12,2,3,3,8,0,vip
13338.0,158,19,487.02,2,2,2,6,2,at risk
13339.0,201,54,860.12,1,3,3,7,2,at risk
13340.0,45,134,10736.48,3,5,5,13,0,vip
13341.0,261,42,775.85,1,3,3,7,2,at risk
13343.0,178,19,353.43,2,2,2,6,2,at risk
13344.0,68,119,2543.72,3,4,5,12,0,vip
13345.0,288,20,389.5,1,2,2,5,2,at risk
13347.0,70,8,341.36,3,1,2,6,0,vip
13348.0,64,14,233.76,3,1,1,5,0,vip
13349.0,11,16,247.32,5,2,1,8,0,vip
13350.0,16,40,979.12,4,3,4,11,0,vip
13351.0,66,16,373.94,3,2,2,7,0,vip
13352.0,60,24,397.98,3,2,2,7,0,vip
13354.0,71,51,743.53,3,3,3,9,0,vip
13355.0,122,32,674.7,2,3,3,8,0,vip
13356.0,80,42,768.24,2,3,3,8,0,vip
13357.0,257,90,609.95,1,4,3,8,2,at risk
13358.0,269,29,439.03,1,2,2,5,2,at risk
13359.0,64,23,439.56,3,2,2,7,0,vip
13362.0,9,166,3090.74,5,5,5,15,0,vip
13363.0,18,60,992.5,4,4,4,12,0,vip
13364.0,71,10,134.95999999999998,3,1,1,5,0,vip
13365.0,34,128,2225.37,3,5,5,13,0,vip
13366.0,50,1,56.16,3,1,1,5,0,vip
13368.0,257,29,623.4,1,2,3,6,2,at risk
13369.0,366,14,308.28000000000003,1,1,2,4,2,at risk
13370.0,372,39,754.87,1,3,3,7,2,at risk
13372.0,90,23,378.64,2,2,2,6,0,vip
13373.0,61,158,3312.25,3,5,5,13,0,vip
13375.0,89,37,778.65,2,3,3,8,0,vip
13376.0,99,53,1019.76,2,3,4,9,0,vip
13379.0,26,97,572.56,4,4,3,11,0,vip
13381.0,32,172,3639.31,4,5,5,14,0,vip
13382.0,281,15,222.99,1,2,1,4,2,at risk
13384.0,31,152,4151.93,4,5,5,14,0,vip
13385.0,330,35,534.57,1,3,3,7,2,at risk
13388.0,131,35,677.1,2,3,3,8,0,vip
13389.0,11,51,797.96,5,3,3,11,0,vip
13390.0,75,13,544.08,2,1,3,6,0,vip
13391.0,204,1,59.8,1,1,1,3,2,at risk
13394.0,2,155,2520.02,5,5,5,15,0,vip
13395.0,185,21,307.72,1,2,2,5,2,at risk
13396.0,29,43,1360.99,4,3,4,11,0,vip
13397.0,73,38,1544.13,2,3,4,9,0,vip
13398.0,192,26,457.34,1,2,2,5,2,at risk
13402.0,127,39,621.23,2,3,3,8,0,vip
13403.0,18,3,75.0,4,1,1,6,0,vip
13404.0,1,11,252.49,5,1,2,8,0,vip
13405.0,74,27,572.451,2,2,3,7,0,vip
13408.0,2,478,28117.04,5,5,5,15,0,vip
13410.0,24,28,1003.06,4,2,4,10,0,vip
13411.0,107,18,213.55,2,2,1,5,0,vip
13414.0,134,24,1390.5,2,2,4,8,0,vip
13416.0,44,19,712.5,3,2,3,8,0,vip
13417.0,5,28,640.83,5,2,3,10,0,vip
13418.0,12,304,6127.43,5,5,5,15,0,vip
13419.0,64,16,221.06,3,2,1,6,0,vip
13420.0,150,8,159.85,2,1,1,4,2,at risk
13421.0,40,104,1851.08,3,4,4,11,0,vip
13422.0,64,127,2626.3,3,5,5,13,0,vip
13425.0,108,78,1624.21,2,4,4,10,0,vip
13426.0,1,157,3641.32,5,5,5,15,0,vip
13427.0,19,29,582.6,4,2,3,9,0,vip
13428.0,10,74,218.47,5,4,1,10,0,vip
13429.0,11,67,1006.8,5,4,4,13,0,vip
13430.0,19,49,679.45,4,3,3,10,0,vip
13431.0,67,46,1269.1,3,3,4,10,0,vip
13434.0,74,10,534.24,2,1,3,6,0,vip
13435.0,5,101,3809.89,5,4,5,14,0,vip
13436.0,2,12,196.89,5,1,1,7,0,vip
13437.0,14,167,3408.06,4,5,5,14,0,vip
13439.0,255,54,283.71,1,3,2,6,2,at risk
13441.0,92,13,296.64,2,1,2,5,0,vip
13447.0,23,59,1129.14,4,4,4,12,0,vip
13448.0,17,195,3539.37,4,5,5,14,0,vip
13449.0,24,19,291.88,4,2,2,8,0,vip
13450.0,27,71,2043.72,4,4,4,12,0,vip
13451.0,26,443,2976.15,4,5,5,14,0,vip
13452.0,259,2,590.0,1,1,3,5,2,at risk
13453.0,166,17,356.97999999999996,2,2,2,6,2,at risk
13455.0,25,46,1058.34,4,3,4,11,0,vip
13456.0,18,63,1766.72,4,4,4,12,0,vip
13458.0,7,382,9646.57,5,5,5,15,0,vip
13460.0,29,17,183.44,4,2,1,7,0,vip
13461.0,39,27,1445.0,3,2,4,9,0,vip
13462.0,253,9,151.5,1,1,1,3,2,at risk
13464.0,58,41,674.68,3,3,3,9,0,vip
13466.0,184,17,307.9,1,2,2,5,2,at risk
13467.0,11,99,1083.71,5,4,4,13,0,vip
13468.0,2,302,5704.97,5,5,5,15,0,vip
13470.0,99,10,165.0,2,1,1,4,0,vip
13471.0,1,260,2531.58,5,5,5,15,0,vip
13473.0,61,21,422.64,3,2,2,7,0,vip
13474.0,236,64,229.59,1,4,1,6,2,at risk
13475.0,191,86,1431.78,1,4,4,9,2,at risk
13476.0,179,58,1238.47,2,3,4,9,2,at risk
13477.0,38,79,1454.58,3,4,4,11,0,vip
13479.0,201,15,300.95,1,2,2,5,2,at risk
13481.0,46,109,1804.56,3,4,4,11,0,vip
13482.0,232,11,184.64,1,1,1,3,2,at risk
13483.0,66,10,140.34,3,1,1,5,0,vip
13484.0,241,8,313.8,1,1,2,4,2,at risk
13485.0,233,23,454.24,1,2,2,5,2,at risk
13486.0,78,69,1122.41,2,4,4,10,0,vip
13487.0,58,34,575.4,3,3,3,9,0,vip
13488.0,17,422,8968.31,4,5,5,14,0,vip
13489.0,105,14,449.52,2,1,2,5,0,vip
13491.0,52,86,1215.82,3,4,4,11,0,vip
13492.0,136,50,1269.84,2,3,4,9,0,vip
13493.0,275,8,618.63,1,1,3,5,2,at risk
13494.0,312,18,316.26000000000005,1,2,2,5,2,at risk
13495.0,8,48,2044.87,5,3,4,12,0,vip
13496.0,11,35,653.33,5,3,3,11,0,vip
13497.0,283,19,348.05,1,2,2,5,2,at risk
13499.0,18,42,1159.11,4,3,4,11,0,vip
13500.0,23,65,1166.77,4,4,4,12,0,vip
13501.0,288,52,1340.32,1,3,4,8,2,at risk
13502.0,17,18,292.0,4,2,2,8,0,vip
13503.0,71,17,216.85,3,2,1,6,0,vip
13504.0,64,22,295.93,3,2,2,7,0,vip
13505.0,73,215,4393.63,2,5,5,12,0,vip
13506.0,316,26,458.52,1,2,2,5,2,at risk
13507.0,3,162,2479.16,5,5,5,15,0,vip
13508.0,244,12,110.97,1,1,1,3,2,at risk
13509.0,9,44,979.72,5,3,4,12,0,vip
13510.0,1,115,1791.56,5,4,4,13,0,vip
13512.0,261,15,251.21,1,2,2,5,2,at risk
13513.0,127,10,205.1,2,1,1,4,0,vip
13514.0,74,4,152.20000000000002,2,1,1,4,0,vip
13515.0,73,59,891.12,2,4,3,9,0,vip
13516.0,21,44,1389.41,4,3,4,11,0,vip
13517.0,60,141,2128.42,3,5,5,13,0,vip
13518.0,86,38,659.4399999999999,2,3,3,8,0,vip
13519.0,78,8,122.75,2,1,1,4,0,vip
13520.0,59,93,3624.35,3,4,5,12,0,vip
13521.0,1,436,1093.65,5,5,4,14,0,vip
13522.0,30,5,125.8,4,1,1,6,0,vip
13523.0,33,172,3964.88,4,5,5,14,0,vip
13524.0,41,27,680.1800000000001,3,2,3,8,0,vip
13525.0,15,6,628.78,4,1,3,8,0,vip
13527.0,34,223,2287.51,3,5,5,13,0,vip
13529.0,79,15,307.76,2,2,2,6,0,vip
13531.0,205,22,483.8,1,2,2,5,2,at risk
13532.0,34,66,210.31,3,4,1,8,0,vip
13533.0,183,76,270.79,1,4,2,7,2,at risk
13534.0,2,296,5870.08,5,5,5,15,0,vip
13536.0,1,179,3448.29,5,5,5,15,0,vip
13538.0,43,25,1280.85,3,2,4,9,0,vip
13539.0,86,37,631.34,2,3,3,8,0,vip
13544.0,40,87,291.41,3,4,2,9,0,vip
13546.0,12,98,626.99,5,4,3,12,0,vip
13548.0,96,124,682.41,2,5,3,10,0,vip
13549.0,26,51,918.2,4,3,3,10,0,vip
13551.0,319,4,91.8,1,1,1,3,2,at risk
13552.0,66,109,3740.07,3,4,5,12,0,vip
13555.0,74,136,4149.28,2,5,5,12,0,vip
13557.0,28,34,584.06,4,3,3,10,0,vip
13558.0,6,175,605.06,5,5,3,13,0,vip
13560.0,7,33,174.37,5,3,1,9,0,vip
13561.0,216,14,141.86,1,1,1,3,2,at risk
13562.0,82,82,1799.33,2,4,4,10,0,vip
13563.0,84,49,777.53,2,3,3,8,0,vip
13564.0,144,83,1749.02,2,4,4,10,0,vip
13565.0,19,38,240.22,4,3,1,8,0,vip
13566.0,41,176,874.71,3,5,3,11,0,vip
13568.0,173,44,192.85,2,3,1,6,2,at risk
13569.0,17,85,373.75,4,4,2,10,0,vip
13570.0,243,27,239.49,1,2,1,4,2,at risk
13571.0,13,341,2092.32,5,5,5,15,0,vip
13572.0,206,33,1384.25,1,3,4,8,2,at risk
13573.0,50,26,294.4,3,2,2,7,0,vip
13575.0,23,46,732.0699999999999,4,3,3,10,0,vip
13576.0,10,126,6717.34,5,5,5,15,0,vip
13577.0,25,83,1687.6,4,4,4,12,0,vip
13579.0,15,23,467.04,4,2,2,8,0,vip
13581.0,309,10,118.0,1,1,1,3,2,at risk
13583.0,156,53,781.03,2,3,3,8,2,at risk
13584.0,307,24,142.4,1,2,1,4,2,at risk
13587.0,64,8,712.4,3,1,3,7,0,vip
13588.0,16,174,2478.95,4,5,5,14,0,vip
13589.0,15,21,379.65,4,2,2,8,0,vip
13590.0,11,87,1981.92,5,4,4,13,0,vip
13591.0,65,58,1117.13,3,3,4,10,0,vip
13592.0,36,16,247.96,3,2,1,6,0,vip
13593.0,108,128,2037.08,2,5,4,11,0,vip
13594.0,53,26,396.97,3,2,2,7,0,vip
13596.0,6,166,697.04,5,5,3,13,0,vip
13598.0,47,40,180.17,3,3,1,7,0,vip
13599.0,1,247,5153.67,5,5,5,15,0,vip
13600.0,312,19,219.52,1,2,1,4,2,at risk
13601.0,45,99,693.32,3,4,3,10,0,vip
13602.0,65,23,428.89,3,2,2,7,0,vip
13603.0,26,27,164.34,4,2,1,7,0,vip
13606.0,29,43,280.53999999999996,4,3,2,9,0,vip
13607.0,40,98,678.01,3,4,3,10,0,vip
13610.0,12,226,1131.88,5,5,4,14,0,vip
13611.0,89,74,1171.8,2,4,4,10,0,vip
13614.0,24,201,1610.46,4,5,4,13,0,vip
13615.0,319,23,417.69,1,2,2,5,2,at risk
13617.0,40,44,544.18,3,3,3,9,0,vip
13618.0,174,13,177.34,2,1,1,4,2,at risk
13621.0,117,19,213.85,2,2,1,5,0,vip
13623.0,31,81,747.78,4,4,3,11,0,vip
13626.0,253,19,257.23,1,2,2,5,2,at risk
13627.0,59,92,1638.47,3,4,4,11,0,vip
13629.0,23,59,7792.36,4,4,5,13,0,vip
13630.0,5,71,2031.78,5,4,4,13,0,vip
13631.0,100,11,3070.42,2,1,5,8,0,vip
13632.0,25,146,2121.27,4,5,5,14,0,vip
13634.0,33,188,1575.16,4,5,4,13,0,vip
13635.0,68,62,1071.03,3,4,4,11,0,vip
13636.0,37,63,949.12,3,4,4,11,0,vip
13637.0,52,101,810.5,3,4,3,10,0,vip
13638.0,16,8,122.64,4,1,1,6,0,vip
13639.0,74,40,1033.34,2,3,4,9,0,vip
13642.0,216,66,354.8,1,4,2,7,2,at risk
13643.0,31,28,519.44,4,2,3,9,0,vip
13644.0,16,146,2624.26,4,5,5,14,0,vip
13645.0,120,5,252.1,2,1,2,5,0,vip
13647.0,10,79,1678.12,5,4,4,13,0,vip
13649.0,257,23,346.6,1,2,2,5,2,at risk
13650.0,17,96,1836.34,4,4,4,12,0,vip
13651.0,35,6,94.2,3,1,1,5,0,vip
13652.0,46,63,1095.08,3,4,4,11,0,vip
13654.0,43,166,2707.33,3,5,5,13,0,vip
13655.0,114,56,932.97,2,3,3,8,0,vip
13656.0,165,49,379.65,2,3,2,7,2,at risk
13657.0,11,16,382.14,5,2,2,9,0,vip
13658.0,10,108,2639.17,5,4,5,14,0,vip
13659.0,206,104,1573.2,1,4,4,9,2,at risk
13662.0,86,53,897.76,2,3,3,8,0,vip
13663.0,179,13,189.47,2,1,1,4,2,at risk
13666.0,60,12,84.65,3,1,1,5,0,vip
13667.0,149,87,305.02,2,4,2,8,2,at risk
13668.0,3,470,6363.59,5,5,5,15,0,vip
13669.0,51,9,218.55,3,1,1,5,0,vip
13670.0,75,25,349.7,2,2,2,6,0,vip
13672.0,301,6,186.39,1,1,1,3,2,at risk
13673.0,19,65,396.92,4,4,2,10,0,vip
13675.0,151,25,486.8200000000001,2,2,2,6,2,at risk
13678.0,152,16,232.6,2,2,1,5,2,at risk
13680.0,1,195,3722.42,5,5,5,15,0,vip
13681.0,18,57,827.83,4,3,3,10,0,vip
13682.0,187,3,59.5,1,1,1,3,2,at risk
13684.0,286,30,67.23,1,3,1,5,2,at risk
13685.0,3,39,3119.44,5,3,5,13,0,vip
13686.0,183,8,72.0,1,1,1,3,2,at risk
13689.0,63,6,910.0,3,1,3,7,0,vip
13690.0,59,9,172.25,3,1,1,5,0,vip
13692.0,25,53,1488.32,4,3,4,11,0,vip
13694.0,4,568,65039.62,5,5,5,15,0,vip
13695.0,31,90,2504.13,4,4,5,13,0,vip
13697.0,39,12,151.29999999999998,3,1,1,5,0,vip
13699.0,155,14,308.58000000000004,2,1,2,5,2,at risk
13700.0,26,197,2265.12,4,5,5,14,0,vip
13703.0,318,1,99.5,1,1,1,3,2,at risk
13704.0,5,134,2308.06,5,5,5,15,0,vip
13705.0,8,28,711.86,5,2,3,10,0,vip
13706.0,303,20,330.79,1,2,2,5,2,at risk
13707.0,267,48,806.41,1,3,3,7,2,at risk
13708.0,271,51,296.88,1,3,2,6,2,at risk
13709.0,4,336,6328.05,5,5,5,15,0,vip
13710.0,32,8,180.48,4,1,1,6,0,vip
13711.0,219,13,252.06,1,1,2,4,2,at risk
13712.0,247,10,228.84,1,1,1,3,2,at risk
13715.0,281,105,1079.34,1,4,4,9,2,at risk
13716.0,269,21,138.28,1,2,1,4,2,at risk
13717.0,32,102,1445.01,4,4,4,12,0,vip
13718.0,246,12,306.55,1,1,2,4,2,at risk
13719.0,15,60,1041.68,4,4,4,12,0,vip
13720.0,117,43,799.9,2,3,3,8,0,vip
13721.0,36,28,524.14,3,2,3,8,0,vip
13722.0,132,85,2375.41,2,4,5,11,0,vip
13723.0,217,6,199.85,1,1,1,3,2,at risk
13725.0,50,104,1980.56,3,4,4,11,0,vip
13726.0,39,42,1079.66,3,3,4,10,0,vip
13727.0,29,20,333.48,4,2,2,8,0,vip
13728.0,37,63,1016.14,3,4,4,11,0,vip
13730.0,136,43,752.6,2,3,3,8,0,vip
13731.0,219,38,610.59,1,3,3,7,2,at risk
13732.0,28,33,491.86,4,3,3,10,0,vip
13735.0,25,196,2885.24,4,5,5,14,0,vip
13736.0,5,191,731.9,5,5,3,13,0,vip
13737.0,200,30,339.59999999999997,1,3,2,6,2,at risk
13739.0,18,3,216.9,4,1,1,6,0,vip
13740.0,241,23,350.75,1,2,2,5,2,at risk
13741.0,72,34,668.4300000000001,3,3,3,9,0,vip
13742.0,17,321,3131.02,4,5,5,14,0,vip
