CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RPM_Sum
13183.0,8,94,3957.78,5,4,5,14
13184.0,15,181,1701.29,4,5,4,13
13185.0,268,1,71.4,1,1,1,3
13186.0,40,79,1575.89,3,4,4,11
13187.0,337,37,236.02,1,3,1,5
13188.0,11,2,114.60000000000001,5,1,1,7
13189.0,19,29,260.68,4,2,2,8
13192.0,95,63,911.94,2,4,3,9
13193.0,61,29,117.88,3,2,1,6
13194.0,136,3,60.7,2,1,1,4
13196.0,11,110,1797.78,5,4,4,13
13198.0,10,226,3401.2400000000002,5,5,5,15
13199.0,4,119,9817.12,5,4,5,14
13200.0,19,46,870.09,4,3,3,10
13203.0,10,57,869.46,5,3,3,11
13207.0,15,8,250.26000000000002,4,1,2,7
13208.0,59,149,1223.9,3,5,4,12
13209.0,30,321,5891.61,4,5,5,14
13210.0,94,22,353.48,2,2,2,6
13211.0,10,56,1197.42,5,3,4,12
13212.0,20,142,788.08,4,5,3,12
13213.0,57,90,1520.58,3,4,4,11
13216.0,268,5,333.74,1,1,2,4
13217.0,122,4,533.98,2,1,3,6
13218.0,127,5,62.63999999999999,2,1,1,4
13220.0,78,21,819.2900000000001,2,2,3,7
13221.0,240,66,847.41,1,4,3,8
13223.0,200,5,163.20000000000002,1,1,1,3
13224.0,60,108,2155.95,3,4,5,12
13225.0,3,32,6463.84,5,3,5,13
13226.0,273,16,108.21000000000001,1,2,1,4
13227.0,202,9,257.7,1,1,2,4
13228.0,81,2,358.0,2,1,2,5
13229.0,226,10,160.95,1,1,1,3
13230.0,4,611,2806.97,5,5,5,15
13232.0,13,207,1357.6,5,5,4,14
13233.0,74,43,605.12,2,3,3,8
13235.0,212,58,1031.07,1,3,4,8
13236.0,25,36,744.85,4,3,3,10
13238.0,17,31,700.73,4,3,3,10
13239.0,262,21,329.56,1,2,2,5
13240.0,96,67,663.65,2,4,3,9
13242.0,112,13,270.40000000000003,2,1,2,5
13243.0,203,58,600.07,1,3,3,7
13244.0,93,27,121.74000000000001,2,2,1,5
13245.0,51,16,430.5,3,2,2,7
13246.0,18,141,1987.3,4,5,4,13
13247.0,18,25,501.12,4,2,3,9
13248.0,125,26,465.68,2,2,2,6
13249.0,92,23,711.41,2,2,3,7
13253.0,157,36,1030.4,2,3,4,9
13255.0,9,13,399.51,5,1,2,8
13258.0,12,38,698.58,5,3,3,11
13259.0,62,87,292.32,3,4,2,9
13260.0,61,8,557.62,3,1,3,7
13261.0,269,9,944.1,1,1,4,6
13262.0,263,11,200.29,1,1,1,3
13263.0,1,1677,7454.07,5,5,5,15
13265.0,53,91,2107.66,3,4,5,12
13266.0,11,187,3834.2599999999998,5,5,5,15
13267.0,3,211,4521.49,5,5,5,15
13268.0,18,440,3214.69,4,5,5,14
13269.0,1,316,5346.2300000000005,5,5,5,15
13270.0,366,1,590.0,1,1,3,5
13271.0,37,96,217.38,3,4,1,8
13272.0,31,15,276.56,4,2,2,8
13273.0,113,16,138.98,2,2,1,5
13276.0,64,30,590.9300000000001,3,3,3,9
13277.0,16,8,258.4,4,1,2,7
13278.0,41,46,542.73,3,3,3,9
13279.0,78,9,137.75,2,1,1,4
13280.0,122,85,814.86,2,4,3,9
13282.0,18,37,1132.14,4,3,4,11
13283.0,60,7,93.66,3,1,1,5
13284.0,331,13,201.19,1,1,1,3
13285.0,23,187,2709.12,4,5,5,14
13291.0,156,42,361.11,2,3,2,7
13292.0,39,31,578.9399999999999,3,3,3,9
13294.0,190,54,873.74,1,3,3,7
13295.0,360,10,201.20000000000002,1,1,1,3
13296.0,137,5,87.4,2,1,1,4
13297.0,8,59,2089.85,5,4,5,14
13298.0,1,2,360.0,5,1,2,8
13299.0,268,5,142.5,1,1,1,3
13300.0,169,20,371.89,2,2,2,6
13301.0,104,81,618.09,2,4,3,9
13302.0,155,1,63.75,2,1,1,4
13304.0,351,21,300.42,1,2,2,5
13305.0,4,81,2000.86,5,4,4,13
13307.0,120,1,15.0,2,1,1,4
13308.0,23,54,1385.51,4,3,4,11
13309.0,7,107,1456.79,5,4,4,13
13310.0,28,72,1132.03,4,4,4,12
13311.0,4,26,598.57,5,2,3,10
13313.0,22,78,1555.32,4,4,4,12
13314.0,2,62,775.94,5,4,3,12
13316.0,37,87,5977.7300000000005,3,4,5,12
13317.0,66,124,2273.68,3,5,5,13
13318.0,1,20,640.76,5,2,3,10
13319.0,5,476,10845.550000000001,5,5,5,15
13320.0,78,106,1548.7,2,4,4,10
13321.0,72,11,567.36,3,1,3,7
13322.0,17,25,199.48000000000002,4,2,1,7
13323.0,3,21,787.85,5,2,3,10
13324.0,36,75,7121.95,3,4,5,12
13325.0,82,12,675.3,2,1,3,6
13327.0,39,108,3627.77,3,4,5,12
13328.0,316,17,1308.48,1,2,4,7
13329.0,32,17,789.0,4,2,3,9
13330.0,93,53,1140.93,2,3,4,9
13332.0,14,21,350.9,4,2,2,8
13334.0,82,268,3536.82,2,5,5,12
13336.0,77,51,795.12,2,3,3,8
13338.0,158,19,487.02,2,2,2,6
13339.0,201,54,860.12,1,3,3,7
13340.0,45,134,10736.48,3,5,5,13
13341.0,261,42,775.85,1,3,3,7
13343.0,178,19,353.43,2,2,2,6
13344.0,68,119,2543.72,3,4,5,12
13345.0,288,20,389.5,1,2,2,5
13347.0,70,8,341.36,3,1,2,6
13348.0,64,14,233.76,3,1,1,5
13349.0,11,16,247.32,5,2,1,8
13350.0,16,40,979.12,4,3,4,11
13351.0,66,16,373.94,3,2,2,7
13352.0,60,24,397.97999999999996,3,2,2,7
13354.0,71,51,743.53,3,3,3,9
13355.0,122,32,674.7,2,3,3,8
13356.0,80,42,768.24,2,3,3,8
13357.0,257,90,609.95,1,4,3,8
13358.0,269,29,439.03,1,2,2,5
13359.0,64,23,439.56,3,2,2,7
13362.0,9,166,3090.7400000000002,5,5,5,15
13363.0,18,60,992.5,4,4,4,12
13364.0,71,10,134.95999999999998,3,1,1,5
13365.0,34,128,2225.37,3,5,5,13
13366.0,50,1,56.160000000000004,3,1,1,5
13368.0,257,29,623.4,1,2,3,6
13369.0,366,14,308.28000000000003,1,1,2,4
13370.0,372,39,754.87,1,3,3,7
13372.0,90,23,378.64,2,2,2,6
13373.0,61,158,3312.25,3,5,5,13
13375.0,89,37,778.65,2,3,3,8
13376.0,99,53,1019.76,2,3,4,9
13379.0,26,97,572.56,4,4,3,11
13381.0,32,172,3639.31,4,5,5,14
13382.0,281,15,222.99,1,2,1,4
13384.0,31,152,4151.93,4,5,5,14
13385.0,330,35,534.57,1,3,3,7
13388.0,131,35,677.1,2,3,3,8
13389.0,11,51,797.96,5,3,3,11
13390.0,75,13,544.08,2,1,3,6
13391.0,204,1,59.8,1,1,1,3
13394.0,2,155,2520.02,5,5,5,15
13395.0,185,21,307.72,1,2,2,5
13396.0,29,43,1360.99,4,3,4,11
13397.0,73,38,1544.13,2,3,4,9
13398.0,192,26,457.34,1,2,2,5
13402.0,127,39,621.23,2,3,3,8
13403.0,18,3,75.0,4,1,1,6
13404.0,1,11,252.49,5,1,2,8
13405.0,74,27,572.451,2,2,3,7
13408.0,2,478,28117.04,5,5,5,15
13410.0,24,28,1003.06,4,2,4,10
13411.0,107,18,213.55,2,2,1,5
13414.0,134,24,1390.5,2,2,4,8
13416.0,44,19,712.5,3,2,3,8
13417.0,5,28,640.83,5,2,3,10
13418.0,12,304,6127.43,5,5,5,15
13419.0,64,16,221.06,3,2,1,6
13420.0,150,8,159.85,2,1,1,4
13421.0,40,104,1851.08,3,4,4,11
13422.0,64,127,2626.3,3,5,5,13
13425.0,108,78,1624.21,2,4,4,10
13426.0,1,157,3641.32,5,5,5,15
13427.0,19,29,582.6,4,2,3,9
13428.0,10,74,218.47,5,4,1,10
13429.0,11,67,1006.8,5,4,4,13
13430.0,19,49,679.45,4,3,3,10
13431.0,67,46,1269.1,3,3,4,10
13434.0,74,10,534.24,2,1,3,6
13435.0,5,101,3809.8900000000003,5,4,5,14
13436.0,2,12,196.89,5,1,1,7
13437.0,14,167,3408.06,4,5,5,14
13439.0,255,54,283.71,1,3,2,6
13441.0,92,13,296.64,2,1,2,5
13447.0,23,59,1129.14,4,4,4,12
13448.0,17,195,3539.37,4,5,5,14
13449.0,24,19,291.88,4,2,2,8
13450.0,27,71,2043.7199999999998,4,4,4,12
13451.0,26,443,2976.15,4,5,5,14
13452.0,259,2,590.0,1,1,3,5
13453.0,166,17,356.97999999999996,2,2,2,6
13455.0,25,46,1058.34,4,3,4,11
13456.0,18,63,1766.72,4,4,4,12
13458.0,7,382,9646.57,5,5,5,15
13460.0,29,17,183.44,4,2,1,7
13461.0,39,27,1445.0,3,2,4,9
13462.0,253,9,151.5,1,1,1,3
13464.0,58,41,674.68,3,3,3,9
13466.0,184,17,307.9,1,2,2,5
13467.0,11,99,1083.71,5,4,4,13
13468.0,2,302,5704.97,5,5,5,15
13470.0,99,10,165.0,2,1,1,4
13471.0,1,260,2531.58,5,5,5,15
13473.0,61,21,422.64,3,2,2,7
13474.0,236,64,229.59,1,4,1,6
13475.0,191,86,1431.78,1,4,4,9
13476.0,179,58,1238.47,2,3,4,9
13477.0,38,79,1454.58,3,4,4,11
13479.0,201,15,300.95,1,2,2,5
13481.0,46,109,1804.56,3,4,4,11
13482.0,232,11,184.64,1,1,1,3
13483.0,66,10,140.34,3,1,1,5
13484.0,241,8,313.8,1,1,2,4
13485.0,233,23,454.24,1,2,2,5
13486.0,78,69,1122.41,2,4,4,10
13487.0,58,34,575.4,3,3,3,9
13488.0,17,422,8968.31,4,5,5,14
13489.0,105,14,449.52,2,1,2,5
13491.0,52,86,1215.82,3,4,4,11
13492.0,136,50,1269.84,2,3,4,9
13493.0,275,8,618.63,1,1,3,5
13494.0,312,18,316.26000000000005,1,2,2,5
13495.0,8,48,2044.8700000000001,5,3,4,12
13496.0,11,35,653.33,5,3,3,11
13497.0,283,19,348.05,1,2,2,5
13499.0,18,42,1159.11,4,3,4,11
13500.0,23,65,1166.77,4,4,4,12
13501.0,288,52,1340.32,1,3,4,8
13502.0,17,18,292.0,4,2,2,8
13503.0,71,17,216.85,3,2,1,6
13504.0,64,22,295.93,3,2,2,7
13505.0,73,215,4393.63,2,5,5,12
13506.0,316,26,458.52,1,2,2,5
13507.0,3,162,2479.16,5,5,5,15
13508.0,244,12,110.97,1,1,1,3
13509.0,9,44,979.72,5,3,4,12
13510.0,1,115,1791.56,5,4,4,13
13512.0,261,15,251.21,1,2,2,5
13513.0,127,10,205.1,2,1,1,4
13514.0,74,4,152.20000000000002,2,1,1,4
13515.0,73,59,891.12,2,4,3,9
13516.0,21,44,1389.41,4,3,4,11
13517.0,60,141,2128.42,3,5,5,13
13518.0,86,38,659.4399999999999,2,3,3,8
13519.0,78,8,122.75,2,1,1,4
13520.0,59,93,3624.35,3,4,5,12
13521.0,1,436,1093.65,5,5,4,14
13522.0,30,5,125.80000000000001,4,1,1,6
13523.0,33,172,3964.88,4,5,5,14
13524.0,41,27,680.1800000000001,3,2,3,8
13525.0,15,6,628.78,4,1,3,8
13527.0,34,223,2287.51,3,5,5,13
13529.0,79,15,307.76,2,2,2,6
13531.0,205,22,483.8,1,2,2,5
13532.0,34,66,210.31,3,4,1,8
13533.0,183,76,270.79,1,4,2,7
13534.0,2,296,5870.08,5,5,5,15
13536.0,1,179,3448.29,5,5,5,15
13538.0,43,25,1280.85,3,2,4,9
13539.0,86,37,631.34,2,3,3,8
13544.0,40,87,291.41,3,4,2,9
13546.0,12,98,626.99,5,4,3,12
13548.0,96,124,682.41,2,5,3,10
13549.0,26,51,918.2,4,3,3,10
13551.0,319,4,91.80000000000001,1,1,1,3
13552.0,66,109,3740.07,3,4,5,12
13555.0,74,136,4149.28,2,5,5,12
13557.0,28,34,584.06,4,3,3,10
13558.0,6,175,605.06,5,5,3,13
13560.0,7,33,174.37,5,3,1,9
13561.0,216,14,141.85999999999999,1,1,1,3
13562.0,82,82,1799.33,2,4,4,10
13563.0,84,49,777.53,2,3,3,8
13564.0,144,83,1749.02,2,4,4,10
13565.0,19,38,240.22,4,3,1,8
13566.0,41,176,874.71,3,5,3,11
13568.0,173,44,192.85,2,3,1,6
13569.0,17,85,373.75,4,4,2,10
13570.0,243,27,239.49,1,2,1,4
13571.0,13,341,2092.32,5,5,5,15
13572.0,206,33,1384.25,1,3,4,8
13573.0,50,26,294.4,3,2,2,7
13575.0,23,46,732.0699999999999,4,3,3,10
13576.0,10,126,6717.34,5,5,5,15
13577.0,25,83,1687.6000000000001,4,4,4,12
13579.0,15,23,467.04,4,2,2,8
13581.0,309,10,118.0,1,1,1,3
13583.0,156,53,781.03,2,3,3,8
13584.0,307,24,142.4,1,2,1,4
13587.0,64,8,712.4,3,1,3,7
13588.0,16,174,2478.95,4,5,5,14
13589.0,15,21,379.65,4,2,2,8
13590.0,11,87,1981.92,5,4,4,13
13591.0,65,58,1117.13,3,3,4,10
13592.0,36,16,247.95999999999998,3,2,1,6
13593.0,108,128,2037.0800000000002,2,5,4,11
13594.0,53,26,396.97,3,2,2,7
13596.0,6,166,697.04,5,5,3,13
13598.0,47,40,180.17000000000002,3,3,1,7
13599.0,1,247,5153.67,5,5,5,15
13600.0,312,19,219.52,1,2,1,4
13601.0,45,99,693.32,3,4,3,10
13602.0,65,23,428.89,3,2,2,7
13603.0,26,27,164.34,4,2,1,7
13606.0,29,43,280.53999999999996,4,3,2,9
13607.0,40,98,678.01,3,4,3,10
13610.0,12,226,1131.88,5,5,4,14
13611.0,89,74,1171.8,2,4,4,10
13614.0,24,201,1610.46,4,5,4,13
13615.0,319,23,417.69,1,2,2,5
13617.0,40,44,544.18,3,3,3,9
13618.0,174,13,177.34,2,1,1,4
13621.0,117,19,213.85,2,2,1,5
13623.0,31,81,747.78,4,4,3,11
13626.0,253,19,257.23,1,2,2,5
13627.0,59,92,1638.47,3,4,4,11
13629.0,23,59,7792.36,4,4,5,13
13630.0,5,71,2031.78,5,4,4,13
13631.0,100,11,3070.42,2,1,5,8
13632.0,25,146,2121.27,4,5,5,14
13634.0,33,188,1575.16,4,5,4,13
13635.0,68,62,1071.03,3,4,4,11
13636.0,37,63,949.12,3,4,4,11
13637.0,52,101,810.5,3,4,3,10
13638.0,16,8,122.64,4,1,1,6
13639.0,74,40,1033.34,2,3,4,9
13642.0,216,66,354.8,1,4,2,7
13643.0,31,28,519.44,4,2,3,9
13644.0,16,146,2624.26,4,5,5,14
13645.0,120,5,252.1,2,1,2,5
13647.0,10,79,1678.1200000000001,5,4,4,13
13649.0,257,23,346.6,1,2,2,5
13650.0,17,96,1836.34,4,4,4,12
13651.0,35,6,94.2,3,1,1,5
13652.0,46,63,1095.08,3,4,4,11
13654.0,43,166,2707.33,3,5,5,13
13655.0,114,56,932.97,2,3,3,8
13656.0,165,49,379.65,2,3,2,7
13657.0,11,16,382.14,5,2,2,9
13658.0,10,108,2639.17,5,4,5,14
13659.0,206,104,1573.2,1,4,4,9
13662.0,86,53,897.76,2,3,3,8
13663.0,179,13,189.47,2,1,1,4
13666.0,60,12,84.65,3,1,1,5
13667.0,149,87,305.02,2,4,2,8
13668.0,3,470,6363.59,5,5,5,15
13669.0,51,9,218.55,3,1,1,5
13670.0,75,25,349.7,2,2,2,6
13672.0,301,6,186.39000000000001,1,1,1,3
13673.0,19,65,396.92,4,4,2,10
13675.0,151,25,486.82000000000005,2,2,2,6
13678.0,152,16,232.6,2,2,1,5
13680.0,1,195,3722.42,5,5,5,15
13681.0,18,57,827.83,4,3,3,10
13682.0,187,3,59.5,1,1,1,3
13684.0,286,30,67.23,1,3,1,5
13685.0,3,39,3119.44,5,3,5,13
13686.0,183,8,72.0,1,1,1,3
13689.0,63,6,910.0,3,1,3,7
13690.0,59,9,172.25,3,1,1,5
13692.0,25,53,1488.32,4,3,4,11
13694.0,4,568,65039.62,5,5,5,15
13695.0,31,90,2504.13,4,4,5,13
13697.0,39,12,151.29999999999998,3,1,1,5
13699.0,155,14,308.58000000000004,2,1,2,5
13700.0,26,197,2265.12,4,5,5,14
13703.0,318,1,99.5,1,1,1,3
13704.0,5,134,2308.06,5,5,5,15
13705.0,8,28,711.86,5,2,3,10
13706.0,303,20,330.79,1,2,2,5
13707.0,267,48,806.41,1,3,3,7
13708.0,271,51,296.88,1,3,2,6
13709.0,4,336,6328.05,5,5,5,15
13710.0,32,8,180.48,4,1,1,6
13711.0,219,13,252.06,1,1,2,4
13712.0,247,10,228.84,1,1,1,3
13715.0,281,105,1079.34,1,4,4,9
13716.0,269,21,138.28,1,2,1,4
13717.0,32,102,1445.01,4,4,4,12
13718.0,246,12,306.55,1,1,2,4
13719.0,15,60,1041.68,4,4,4,12
13720.0,117,43,799.9,2,3,3,8
13721.0,36,28,524.14,3,2,3,8
13722.0,132,85,2375.41,2,4,5,11
13723.0,217,6,199.85000000000002,1,1,1,3
13725.0,50,104,1980.56,3,4,4,11
13726.0,39,42,1079.6599999999999,3,3,4,10
13727.0,29,20,333.48,4,2,2,8
13728.0,37,63,1016.14,3,4,4,11
13730.0,136,43,752.6,2,3,3,8
13731.0,219,38,610.59,1,3,3,7
13732.0,28,33,491.86,4,3,3,10
13735.0,25,196,2885.2400000000002,4,5,5,14
13736.0,5,191,731.9,5,5,3,13
13737.0,200,30,339.59999999999997,1,3,2,6
13739.0,18,3,216.9,4,1,1,6
13740.0,241,23,350.75,1,2,2,5
13741.0,72,34,668.4300000000001,3,3,3,9
13742.0,17,321,3131.02,4,5,5,14
13743.0,3,41,1341.6,5,3,4,12
13744.0,95,72,1156.36,2,4,4,10
13745.0,162,25,300.04,2,2,2,6
13747.0,374,1,79.6,1,1,1,3
13748.0,96,28,948.25,2,2,4,8
13750.0,54,24,1647.26,3,2,4,9
13751.0,288,9,296.25,1,1,2,4
13752.0,124,76,1186.28,2,4,4,10
13753.0,288,35,741.26,1,3,3,7
13754.0,152,12,282.59999999999997,2,1,2,5
13755.0,4,342,2161.35,5,5,5,15
13756.0,2,142,5189.52,5,5,5,15
13758.0,12,117,3190.55,5,4,5,14
13759.0,33,25,659.4100000000001,4,2,3,9
13760.0,54,57,286.79,3,3,2,8
13761.0,50,70,1070.65,3,4,4,11
13762.0,219,7,306.72,1,1,2,4
13763.0,63,15,1714.96,3,2,4,9
13764.0,71,208,1521.76,3,5,4,12
13767.0,2,368,17220.36,5,5,5,15
13769.0,2,135,2796.51,5,5,5,15
13771.0,64,119,2634.45,3,4,5,12
13772.0,34,177,1132.13,3,5,4,12
13774.0,82,22,345.0,2,2,2,6
13777.0,1,197,25977.16,5,5,5,15
13778.0,103,9,178.7,2,1,1,4
13780.0,7,57,360.01,5,3,2,10
13781.0,251,17,127.84,1,2,1,4
13782.0,13,115,912.0,5,4,3,12
13784.0,10,31,2462.79,5,3,5,13
13786.0,367,7,230.39999999999998,1,1,1,3
13787.0,76,31,309.04,2,3,2,7
13790.0,4,45,348.8,5,3,2,10
13791.0,128,11,1516.0,2,1,4,7
13792.0,66,13,195.55,3,1,1,5
13798.0,1,349,37153.85,5,5,5,15
13799.0,117,39,688.86,2,3,3,8
13800.0,310,33,558.32,1,3,3,7
13801.0,67,23,324.8,3,2,2,7
13802.0,139,60,4599.42,2,4,5,11
13803.0,255,17,277.07,1,2,2,5
13804.0,31,137,2635.79,4,5,5,14
13805.0,52,13,924.6,3,1,3,7
13806.0,64,10,256.38,3,1,2,6
13807.0,367,7,112.6,1,1,1,3
13808.0,6,76,1747.66,5,4,4,13
13809.0,305,12,155.05,1,1,1,3
13810.0,29,35,1499.01,4,3,4,11
13811.0,184,13,814.5,1,1,3,5
13812.0,42,36,539.0,3,3,3,9
13813.0,40,69,1366.8600000000001,3,4,4,11
13814.0,92,57,1579.12,2,3,4,9
13815.0,22,176,4027.36,4,5,5,14
13816.0,24,28,571.6700000000001,4,2,3,9
13817.0,29,24,382.98,4,2,2,8
13819.0,302,36,1140.35,1,3,4,8
13821.0,145,59,385.64,2,4,2,8
13822.0,6,96,632.0,5,4,3,12
13823.0,19,40,957.66,4,3,4,11
13824.0,33,46,1698.94,4,3,4,11
13826.0,176,10,189.5,2,1,1,4
13827.0,58,93,412.05,3,4,2,9
13828.0,22,15,209.49,4,2,1,7
13831.0,16,74,2202.99,4,4,5,13
13832.0,19,3,52.199999999999996,4,1,1,6
13833.0,159,29,384.8,2,2,2,6
13835.0,25,55,834.57,4,3,3,10
13837.0,212,19,271.24,1,2,2,5
13838.0,6,174,691.73,5,5,3,13
13841.0,253,1,85.0,1,1,1,3
13842.0,59,206,3385.62,3,5,5,13
13844.0,11,20,361.62,5,2,2,9
13845.0,65,9,312.98,3,1,2,6
13846.0,25,55,865.0600000000001,4,3,3,10
13848.0,92,5,1255.0,2,1,4,7
13849.0,52,101,1537.95,3,4,4,11
13850.0,129,93,1595.48,2,4,4,10
13851.0,96,81,2651.46,2,4,5,11
13853.0,57,23,1090.14,3,2,4,9
13854.0,9,110,8109.5199999999995,5,4,5,14
13856.0,169,14,388.5,2,1,2,5
13858.0,57,11,216.17,3,1,1,5
13859.0,326,28,201.16,1,2,1,4
13860.0,1,76,1245.9,5,4,4,13
13862.0,18,139,2209.36,4,5,5,14
13863.0,248,20,305.78,1,2,2,5
13865.0,58,30,501.56,3,3,3,9
13866.0,74,7,145.67000000000002,2,1,1,4
13867.0,31,61,1015.29,4,4,4,12
13868.0,7,33,3192.54,5,3,5,13
13869.0,123,307,3104.95,2,5,5,12
13870.0,2,115,2770.94,5,4,5,14
13871.0,23,336,6403.25,4,5,5,14
13873.0,120,23,389.6,2,2,2,6
13874.0,358,18,540.45,1,2,3,6
13875.0,54,104,1786.79,3,4,4,11
13876.0,64,7,122.7,3,1,1,5
13877.0,86,3,117.24,2,1,1,4
13878.0,55,36,1281.53,3,3,4,10
13880.0,21,165,3219.77,4,5,5,14
13881.0,4,178,17159.52,5,5,5,15
13882.0,3,65,1191.13,5,4,4,13
13883.0,11,142,2674.48,5,5,5,15
13884.0,7,59,787.6,5,4,3,12
13885.0,189,28,506.8,1,2,3,6
13886.0,71,16,243.56,3,2,1,6
13887.0,204,19,349.55,1,2,2,5
13888.0,120,40,605.63,2,3,3,8
13889.0,93,15,416.90000000000003,2,2,2,6
13890.0,1,110,1883.8100000000002,5,4,4,13
13892.0,27,27,632.97,4,2,3,9
13893.0,298,21,821.1,1,2,3,6
13894.0,24,27,564.62,4,2,3,9
13895.0,28,118,2593.07,4,4,5,13
13897.0,50,17,311.16,3,2,2,7
13898.0,326,12,155.93,1,1,1,3
13899.0,16,19,388.52,4,2,2,8
13900.0,183,43,740.95,1,3,3,7
13901.0,72,149,2867.2,3,5,5,13
13904.0,37,26,332.64,3,2,2,7
13908.0,80,122,2369.55,2,5,5,12
13911.0,57,148,2580.91,3,5,5,13
13914.0,12,33,626.45,5,3,3,11
13917.0,50,18,272.04,3,2,2,7
13918.0,50,30,1212.8400000000001,3,3,4,10
13919.0,59,28,384.81,3,2,2,7
13922.0,352,7,172.25,1,1,1,3
13923.0,54,20,351.13,3,2,2,7
13924.0,2,117,1838.8500000000001,5,4,4,13
13925.0,93,41,678.25,2,3,3,8
13926.0,23,11,223.85000000000002,4,1,1,6
13927.0,75,21,348.99,2,2,2,6
13928.0,11,27,464.57,5,2,2,9
13929.0,169,9,842.65,2,1,3,6
13930.0,58,17,337.34,3,2,2,7
13931.0,96,58,1237.53,2,3,4,9
13932.0,295,16,307.4,1,2,2,5
13933.0,109,23,608.7900000000001,2,2,3,7
13934.0,264,31,922.1,1,3,3,7
13936.0,180,26,376.58,1,2,2,5
13937.0,169,9,158.85,2,1,1,4
13938.0,35,7,71.66,3,1,1,5
13939.0,23,45,568.55,4,3,3,10
13940.0,17,49,839.14,4,3,3,10
13941.0,22,45,5112.96,4,3,5,12
13946.0,79,11,561.5699999999999,2,1,3,6
13947.0,65,5,90.6,3,1,1,5
13948.0,361,3,102.0,1,1,1,3
13949.0,3,160,2427.32,5,5,5,15
13950.0,11,35,745.06,5,3,3,11
13951.0,176,39,674.45,2,3,3,8
13952.0,218,137,3251.071,1,5,5,11
13953.0,7,20,3515.68,5,2,5,12
13954.0,2,25,439.92,5,2,2,9
13955.0,154,33,322.96,2,3,2,7
13956.0,5,152,1026.42,5,5,4,14
13959.0,79,92,598.2,2,4,3,9
13960.0,21,12,230.22,4,1,1,6
13962.0,22,11,169.55,4,1,1,6
13963.0,308,35,664.54,1,3,3,7
13967.0,146,2,80.7,2,1,1,4
13969.0,7,626,9053.94,5,5,5,15
13971.0,19,149,2758.26,4,5,5,14
13972.0,71,15,190.25,3,2,1,6
13973.0,287,11,264.7,1,1,2,4
13974.0,49,28,413.59000000000003,3,2,2,7
13975.0,31,338,2526.28,4,5,5,14
13976.0,207,10,357.98,1,1,2,4
13978.0,15,15,196.79000000000002,4,2,1,7
13979.0,73,54,869.87,2,3,3,8
13980.0,60,11,200.14,3,1,1,5
13982.0,39,111,1871.81,3,4,4,11
13983.0,30,107,2603.43,4,4,5,13
13984.0,27,16,920.51,4,2,3,9
13985.0,4,349,7060.13,5,5,5,15
13986.0,17,13,320.46,4,1,2,7
13988.0,20,234,4147.96,4,5,5,14
13989.0,66,41,1266.08,3,3,4,10
13990.0,213,16,311.3,1,2,2,5
13991.0,12,84,855.97,5,4,3,12
13992.0,30,5,76.8,4,1,1,6
13993.0,43,121,3466.36,3,4,5,12
13994.0,4,155,2313.14,5,5,5,15
13995.0,15,86,1393.69,4,4,4,12
13999.0,10,208,3901.81,5,5,5,15
14000.0,211,15,635.66,1,2,3,6
14001.0,46,39,2043.0800000000002,3,3,4,10
14002.0,134,47,529.73,2,3,3,8
14004.0,43,171,4582.64,3,5,5,13
14005.0,10,84,2874.72,5,4,5,14
14006.0,116,30,962.19,2,3,4,9
14009.0,198,42,695.61,1,3,3,7
14012.0,278,11,328.8,1,1,2,4
14013.0,110,34,473.02,2,3,2,7
14014.0,77,39,505.18,2,3,3,8
14015.0,53,20,917.34,3,2,3,8
14016.0,162,161,4341.21,2,5,5,12
14019.0,47,66,1421.61,3,4,4,11
14020.0,17,39,642.8,4,3,3,10
14021.0,155,22,631.9,2,2,3,7
14022.0,225,28,440.0,1,2,2,5
14023.0,7,31,584.07,5,3,3,11
14024.0,122,16,327.7,2,2,2,6
14027.0,61,6,104.82,3,1,1,5
14029.0,63,15,467.66,3,2,2,7
14030.0,18,243,2360.09,4,5,5,14
14031.0,7,250,17286.86,5,5,5,15
14032.0,2,143,2975.59,5,5,5,15
14034.0,22,89,651.8199999999999,4,4,3,11
14035.0,29,66,1428.02,4,4,4,12
14036.0,285,38,626.65,1,3,3,7
14037.0,176,28,147.20000000000002,2,2,1,5
14038.0,78,92,1560.38,2,4,4,10
14039.0,33,6,152.2,4,1,1,6
14040.0,41,235,3614.92,3,5,5,13
14041.0,266,21,141.41,1,2,1,4
14044.0,27,209,652.82,4,5,3,12
14045.0,109,6,1659.75,2,1,4,7
14046.0,284,14,154.99,1,1,1,3
14047.0,9,32,1308.6100000000001,5,3,4,12
14048.0,305,85,409.93,1,4,2,7
14049.0,17,488,5681.72,4,5,5,14
14050.0,32,54,746.36,4,3,3,10
14051.0,1,210,15610.390000000001,5,5,5,15
14052.0,20,56,225.36,4,3,1,8
14053.0,124,4,260.25,2,1,2,5
14054.0,65,6,92.46,3,1,1,5
14055.0,106,10,725.6400000000001,2,1,3,6
14056.0,1,1106,8214.65,5,5,5,15
14057.0,24,284,6217.96,4,5,5,14
14059.0,267,8,183.6,1,1,1,3
14060.0,5,202,6140.42,5,5,5,15
14062.0,10,111,10464.85,5,4,5,14
14064.0,29,80,1353.74,4,4,4,12
14066.0,267,7,152.55,1,1,1,3
14067.0,64,52,374.7,3,3,2,8
14068.0,320,24,265.85,1,2,2,5
14071.0,4,324,1438.82,5,5,4,14
